title,genre,release_time,time,screening_rat,director,num_staff,num_actor,movieNm,movieCd,openDt,audiAcc
롤러코스터,[dict_values(['코미디'])],20131017,93,15세이상관람가,하정우,141,16,롤러코스터,20122785,2013-10-17,268716.0
원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,[dict_values(['공연'])],20131031,92,전체관람가,손석,0,1,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,20134374,2013-10-31,1930.0
연애의 기술,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20131030,89,청소년관람불가,이수성,73,10,연애의 기술,20139402,2013-10-30,4334.0
톱스타,[dict_values(['드라마'])],20131024,114,15세이상관람가,박중훈,234,32,톱스타,20120428,2013-10-24,160703.0
어떤 시선,[dict_values(['드라마'])],20131024,108,12세이상관람가,신아가,115,13,어떤 시선,20132807,2013-10-24,14960.0
캡틴 필립스,"[dict_values(['액션']), dict_values(['드라마'])]",20131023,133,15세이상관람가,폴 그린그래스,0,2,캡틴 필립스,20132821,2013-10-23,227226.0
블루 재스민,[dict_values(['드라마'])],20130925,98,15세이상관람가,우디 앨런,0,2,블루 재스민,20131541,2013-09-25,133254.0
응징자,"[dict_values(['액션']), dict_values(['스릴러'])]",20131030,102,청소년관람불가,신동엽,169,14,응징자,20122786,2013-10-30,177677.0
화이: 괴물을 삼킨 아이,"[dict_values(['액션']), dict_values(['스릴러'])]",20131009,125,청소년관람불가,장준환,416,32,화이: 괴물을 삼킨 아이,20123383,2013-10-09,2387508.0
디스커넥트,"[dict_values(['드라마']), dict_values(['스릴러'])]",20131107,115,청소년관람불가,헨리 알렉스 루빈,0,4,디스커넥트,20134073,2013-11-07,18860.0
소녀,"[dict_values(['멜로/로맨스']), dict_values(['미스터리'])]",20131107,109,청소년관람불가,최진성,141,13,소녀,20134413,2013-11-07,15189.0
더 퍼지,"[dict_values(['스릴러']), dict_values(['SF'])]",20131106,85,청소년관람불가,제임스 드모나코,0,2,더 퍼지,20139601,2013-11-06,129538.0
세이프 헤이븐,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20131106,115,15세이상관람가,라세 할스트롬,0,3,세이프 헤이븐,20133760,2013-11-06,34873.0
투건스,"[dict_values(['액션']), dict_values(['드라마']), dict_values(['코미디'])]",20131107,109,청소년관람불가,발타자르 코루마쿠르,0,2,투건스,20135343,2013-11-07,5903.0
소원,[dict_values(['드라마'])],20131002,122,12세이상관람가,이준익,196,16,소원,20134582,2013-10-02,2695392.0
노브레싱,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20131030,118,15세이상관람가,조용선,217,16,노브레싱,20138223,2013-10-30,439177.0
맛있는 사랑공식-섹스,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20131031,78,청소년관람불가,이세일,6,2,맛있는 사랑공식-섹스,20134705,2013-10-31,4560.0
화이트 고릴라,[dict_values(['애니메이션'])],20131031,84,전체관람가,안드레스 G. 슈에,0,0,화이트 고릴라,20134144,2013-10-31,68156.0
터미네이터 2 : 심판의 날 감독판,"[dict_values(['액션']), dict_values(['SF']), dict_values(['스릴러'])]",20131114,155,15세이상관람가,제임스 카메론,0,3,터미네이터 2 : 심판의 날 감독판,19918269,2013-11-14,8288.0
완전 소중한 사랑,[dict_values(['드라마'])],20131121,116,12세이상관람가,김진민,145,11,완전 소중한 사랑,20138222,2013-11-21,11025.0
공범,"[dict_values(['스릴러']), dict_values(['드라마'])]",20131024,95,15세이상관람가,국동석,218,18,공범,20129606,2013-10-24,1762308.0
블랙 가스펠,[dict_values(['드라마'])],20131114,93,전체관람가,히즈엠티 선교회,72,5,블랙 가스펠,20131245,2013-11-14,37237.0
사이비,"[dict_values(['애니메이션']), dict_values(['스릴러'])]",20131121,100,청소년관람불가,연상호,94,30,사이비,20131263,2013-11-21,10915.0
동창생,"[dict_values(['액션']), dict_values(['드라마'])]",20131106,112,15세이상관람가,박홍수,386,37,동창생,20127595,2013-11-06,1037563.0
카운슬러,"[dict_values(['범죄']), dict_values(['드라마']), dict_values(['스릴러'])]",20131114,117,청소년관람불가,리들리 스콧,1,5,카운슬러,20133152,2013-11-14,132638.0
산타의 매직 크리스탈,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['코미디'])]",20131128,76,전체관람가,앙티 하이칼라,0,0,산타의 매직 크리스탈,20135443,2013-11-28,26495.0
리딕,"[dict_values(['SF']), dict_values(['액션'])]",20131128,118,15세이상관람가,데이빗 토히,0,3,리딕,20132824,2013-11-28,120002.0
토르: 다크 월드,"[dict_values(['액션']), dict_values(['어드벤처']), dict_values(['판타지'])]",20131030,111,12세이상관람가,앨런 테일러,0,6,토르: 다크 월드,20138355,2013-10-30,3028504.0
더 파이브,"[dict_values(['스릴러']), dict_values(['드라마'])]",20131114,123,청소년관람불가,정연식,211,23,더 파이브,20134801,2013-11-14,727236.0
오싱,[dict_values(['드라마'])],20131205,109,전체관람가,토가시 신,1,3,오싱,20135367,2013-12-05,61959.0
창수,[dict_values(['드라마'])],20131128,103,청소년관람불가,이덕희,182,20,창수,20110881,2013-11-28,423139.0
버틀러: 대통령의 집사,"[dict_values(['드라마']), dict_values(['기타'])]",20131128,132,15세이상관람가,리 다니엘스,0,6,버틀러: 대통령의 집사,20134268,2013-11-28,115632.0
친구 2,[dict_values(['액션'])],20131114,123,청소년관람불가,곽경택,270,29,친구 2,20137044,2013-11-14,2961159.0
코비: 블루 엘리펀트의 전설,[dict_values(['애니메이션'])],20131205,81,전체관람가,타위랍 스리우티윙스,0,0,코비: 블루 엘리펀트의 전설,20135365,2013-12-05,25490.0
열한시,[dict_values(['스릴러'])],20131128,98,15세이상관람가,김현석,259,10,열한시,20124402,2013-11-28,867493.0
이스케이프 플랜,"[dict_values(['액션']), dict_values(['스릴러'])]",20131205,115,청소년관람불가,미카엘 하프스트롬,0,3,이스케이프 플랜,20135370,2013-12-05,289103.0
결혼전야,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20131121,117,15세이상관람가,홍지영,175,21,결혼전야,20136061,2013-11-21,1205570.0
헝거게임: 캣칭 파이어,"[dict_values(['판타지']), dict_values(['액션'])]",20131121,146,15세이상관람가,프란시스 로렌스,0,4,헝거게임: 캣칭 파이어,20138544,2013-11-21,1124805.0
하늘에서 음식이 내린다면 2,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['가족'])]",20131121,94,전체관람가,코디 카메론,0,3,하늘에서 음식이 내린다면 2,20133701,2013-11-21,792598.0
인시디어스: 두번째 집,[dict_values(['공포(호러)'])],20131205,105,15세이상관람가,제임스 완,0,6,인시디어스: 두번째 집,20135657,2013-12-05,573744.0
비행기,[dict_values(['애니메이션'])],20131219,91,전체관람가,클레이 홀,0,4,비행기,20136308,2013-12-19,205165.0
캐치미,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20131218,114,12세이상관람가,이현종,232,44,캐치미,20139981,2013-12-18,477276.0
세이빙 산타,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['가족'])]",20131219,83,전체관람가,아론 실먼,0,5,세이빙 산타,20135427,2013-12-19,216484.0
그렇게 아버지가 된다,"[dict_values(['드라마']), dict_values(['가족'])]",20131219,120,전체관람가,고레에다 히로카즈,0,4,그렇게 아버지가 된다,20133704,2013-12-19,72638.0
저스틴,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20131231,96,전체관람가,마누엘 시실라,0,5,저스틴,20135369,2013-12-31,238097.0
호빗: 스마우그의 폐허,"[dict_values(['어드벤처']), dict_values(['드라마']), dict_values(['판타지'])]",20131212,161,12세이상관람가,피터 잭슨,0,9,호빗: 스마우그의 폐허,20134267,2013-12-12,2244173.0
집으로 가는 길,[dict_values(['드라마'])],20131211,130,15세이상관람가,방은진,297,29,집으로 가는 길,20134123,2013-12-11,1845795.0
다이노소어 어드벤처 3D,"[dict_values(['액션']), dict_values(['가족'])]",20131219,87,전체관람가,베리 쿡,0,2,다이노소어 어드벤처 3D,20134984,2013-12-19,595519.0
엔더스 게임,"[dict_values(['SF']), dict_values(['액션']), dict_values(['어드벤처'])]",20131231,113,12세이상관람가,개빈 후드,0,6,엔더스 게임,20131246,2013-12-31,642617.0
배틀 오브 비보이,[dict_values(['드라마'])],20140109,109,12세이상관람가,벤슨 리,0,2,배틀 오브 비보이,20136575,2014-01-09,30375.0
썬더와 마법저택,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['가족'])]",20131224,85,전체관람가,벤 스타센,0,2,썬더와 마법저택,20134206,2013-12-24,896027.0
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성","[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20140109,94,전체관람가,유야마 쿠니히코,0,3,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",20134592,2014-01-09,311436.0
플랜맨,[dict_values(['드라마'])],20140109,120,15세이상관람가,성시흡,243,34,플랜맨,20138224,2014-01-09,631865.0
어바웃 타임,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20131205,123,15세이상관람가,리차드 커티스,0,3,어바웃 타임,20135428,2013-12-05,3373750.0
살인자,[dict_values(['스릴러'])],20140115,75,청소년관람불가,이기욱,126,12,살인자,20136894,2014-01-15,85910.0
월터의 상상은 현실이 된다,"[dict_values(['어드벤처']), dict_values(['코미디']), dict_values(['드라마'])]",20131231,114,12세이상관람가,벤 스틸러,8,4,월터의 상상은 현실이 된다,20134046,2013-12-31,918994.0
타잔 3D,"[dict_values(['애니메이션']), dict_values(['액션']), dict_values(['어드벤처'])]",20140109,94,전체관람가,라인하드 클루스,0,2,타잔 3D,20134533,2014-01-09,590861.0
더 울프 오브 월스트리트,"[dict_values(['범죄']), dict_values(['드라마'])]",20140109,179,청소년관람불가,마틴 스코세이지,0,3,더 울프 오브 월스트리트,20136812,2014-01-09,561332.0
잭 라이언 : 코드네임 쉐도우,"[dict_values(['액션']), dict_values(['드라마']), dict_values(['스릴러'])]",20140116,105,12세이상관람가,케네스 브래너,0,4,잭 라이언 : 코드네임 쉐도우,20136337,2014-01-16,324008.0
극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,[dict_values(['액션'])],20140123,89,전체관람가,가네다 오사무,0,2,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,20136860,2014-01-23,44817.0
용의자,"[dict_values(['액션']), dict_values(['스릴러'])]",20131224,137,15세이상관람가,원신연,413,45,용의자,20124938,2013-12-24,4130782.0
디노타샤: 공룡대탐험,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20140129,73,전체관람가,데이빗 크렌츠,0,3,디노타샤: 공룡대탐험,20147161,2014-01-29,20729.0
"가장 따뜻한 색, 블루","[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20140116,179,청소년관람불가,압델라티프 케시시,2,3,"가장 따뜻한 색, 블루",20136292,2014-01-16,37636.0
폴리스 스토리 2014,"[dict_values(['액션']), dict_values(['범죄']), dict_values(['드라마']), dict_values(['스릴러'])]",20140129,110,15세이상관람가,딩성,0,2,폴리스 스토리 2014,20147250,2014-01-29,142599.0
인사이드 르윈,[dict_values(['드라마'])],20140129,104,15세이상관람가,조엘 코엔,6,4,,,,
조선미녀삼총사,"[dict_values(['코미디']), dict_values(['액션']), dict_values(['사극'])]",20140129,106,12세이상관람가,박제현,313,32,조선미녀삼총사,20126090,2014-01-29,473755.0
프랑켄슈타인: 불멸의 영웅,"[dict_values(['액션']), dict_values(['SF']), dict_values(['판타지'])]",20140206,92,12세이상관람가,스튜어트 베티,3,7,프랑켄슈타인: 불멸의 영웅,20147096,2014-02-06,284916.0
피끓는 청춘,"[dict_values(['코미디']), dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20140122,121,15세이상관람가,이연우,199,46,피끓는 청춘,20139881,2014-01-22,1671285.0
굿모닝 맨하탄,"[dict_values(['코미디']), dict_values(['드라마'])]",20140206,133,전체관람가,가우리 신드,2,2,굿모닝 맨하탄,20147301,2014-02-06,27920.0
넛잡: 땅콩 도둑들,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['코미디']), dict_values(['가족'])]",20140129,85,전체관람가,피터 레페니오티스,98,5,넛잡: 땅콩 도둑들,20136800,2014-01-29,452685.0
변호인,[dict_values(['드라마'])],20131218,126,15세이상관람가,양우석,275,87,변호인,20134803,2013-12-18,11358191.0
남자가 사랑할 때,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20140122,120,15세이상관람가,한동욱,332,37,남자가 사랑할 때,20137043,2014-01-22,1962672.0
레고 무비,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['액션']), dict_values(['가족'])]",20140206,100,전체관람가,크리스 밀러,0,7,레고 무비,20136445,2014-02-06,176000.0
슈퍼노바 지구 탈출기,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['코미디']), dict_values(['가족']), dict_values(['SF'])]",20140213,89,전체관람가,캘런 브런커,2,3,슈퍼노바 지구 탈출기,20147372,2014-02-13,35188.0
우리별 일호와 얼룩소,"[dict_values(['애니메이션']), dict_values(['판타지']), dict_values(['어드벤처'])]",20140220,81,전체관람가,장형윤,97,12,우리별 일호와 얼룩소,20147282,2014-02-20,12270.0
명탐정 코난 : 탐정들의 진혼가,[dict_values(['애니메이션'])],20140213,110,12세이상관람가,야마모토 야스이치로,2,4,,,,
또 하나의 약속,[dict_values(['드라마'])],20140206,115,12세이상관람가,김태윤,157,38,또 하나의 약속,20122787,2014-02-06,461473.0
어네스트와 셀레스틴,[dict_values(['애니메이션'])],20140220,79,전체관람가,뱅상 파타,1,2,어네스트와 셀레스틴,20134070,2014-02-20,34330.0
스턱 인 러브,"[dict_values(['코미디']), dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20140220,95,15세이상관람가,조쉬 분,0,2,스턱 인 러브,20147584,2014-02-20,8840.0
로보캅,"[dict_values(['액션']), dict_values(['SF'])]",20140213,117,12세이상관람가,호세 파딜라,0,5,로보캅,20134587,2014-02-13,974420.0
모뉴먼츠 맨: 세기의 작전,"[dict_values(['액션']), dict_values(['드라마'])]",20140227,118,12세이상관람가,조지 클루니,5,6,모뉴먼츠 맨: 세기의 작전,20147430,2014-02-27,66872.0
아메리칸 허슬,"[dict_values(['범죄']), dict_values(['드라마'])]",20140220,137,청소년관람불가,데이빗 O. 러셀,0,8,아메리칸 허슬,20136887,2014-02-20,145197.0
신이 보낸 사람,[dict_values(['드라마'])],20140213,112,15세이상관람가,김진무,129,25,신이 보낸 사람,20136043,2014-02-13,400652.0
찌라시: 위험한 소문,"[dict_values(['범죄']), dict_values(['드라마'])]",20140220,121,15세이상관람가,김광식,238,43,찌라시: 위험한 소문,20139401,2014-02-20,1207614.0
다이애나,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20140306,112,15세이상관람가,올리버 히르비겔,5,6,다이애나,20133603,2014-03-06,54545.0
달라스 바이어스 클럽,[dict_values(['드라마'])],20140306,116,청소년관람불가,장 마크 발레,0,3,달라스 바이어스 클럽,20147625,2014-03-06,44964.0
관능의 법칙,"[dict_values(['드라마']), dict_values(['코미디'])]",20140213,108,청소년관람불가,권칠인,205,19,관능의 법칙,20130561,2014-02-13,773109.0
엔들리스 러브,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20140313,104,15세이상관람가,샤나 페스트,0,5,엔들리스 러브,20147695,2014-03-13,8822.0
