title,genre,release_time,time,screening_rat,director,num_staff,num_actor,movieNm,movieCd,openDt,audiAcc
파라노만,[dict_values(['애니메이션'])],20130207,93,12세이상관람가,샘 펠,1,3,파라노만,20113917,2013-02-07,8008.0
라이프 오브 파이,"[dict_values(['어드벤처']), dict_values(['드라마'])]",20130101,126,전체관람가,이안,0,3,라이프 오브 파이,20128386,2013-01-01,1572100.0
레미제라블,[dict_values(['드라마'])],20121219,158,12세이상관람가,톰 후퍼,1,5,레미제라블,20128274,2012-12-19,5858224.0
몬스터 주식회사,"[dict_values(['애니메이션']), dict_values(['코미디'])]",20011220,96,전체관람가,피터 닥터,0,2,몬스터 주식회사,20010292,2001-12-20,77637.0
박수건달,[dict_values(['코미디'])],20130109,128,15세이상관람가,조진규,319,26,박수건달,20124935,2013-01-09,3897475.0
뽀로로 극장판 슈퍼썰매 대모험,[dict_values(['애니메이션'])],20130123,77,전체관람가,박영균,380,17,뽀로로 극장판 슈퍼썰매 대모험,20123681,2013-01-23,867148.0
남쪽으로 튀어,"[dict_values(['코미디']), dict_values(['드라마'])]",20130206,121,15세이상관람가,임순례,280,30,남쪽으로 튀어,20125990,2013-02-06,809040.0
실버라이닝 플레이북,"[dict_values(['멜로/로맨스']), dict_values(['코미디']), dict_values(['드라마'])]",20130214,122,청소년관람불가,데이빗 O. 러셀,0,3,실버라이닝 플레이북,20123484,2013-02-14,95736.0
눈의 여왕,[dict_values(['애니메이션'])],20130207,76,전체관람가,블라드 바르베,1,4,눈의 여왕,20123421,2013-02-07,268436.0
러브레터,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",19991120,116,전체관람가,이와이 슌지,0,3,러브레터,20000067,1999-11-20,26876.0
헨젤과 그레텔: 마녀 사냥꾼 3D,"[dict_values(['액션']), dict_values(['코미디']), dict_values(['판타지'])]",20130214,87,청소년관람불가,토미 위르콜라,0,3,헨젤과 그레텔: 마녀 사냥꾼 3D,20133981,2013-02-14,250251.0
라스트 스탠드,[dict_values(['액션'])],20130221,107,청소년관람불가,김지운,2,9,라스트 스탠드,20123422,2013-02-21,56958.0
다이하드: 굿 데이 투 다이,"[dict_values(['액션']), dict_values(['범죄']), dict_values(['스릴러'])]",20130206,96,15세이상관람가,존 무어,1,5,다이하드: 굿 데이 투 다이,20123387,2013-02-06,1433497.0
해양경찰 마르코,"[dict_values(['어드벤처']), dict_values(['애니메이션'])]",20130214,74,전체관람가,얀 리벡,0,2,해양경찰 마르코,20123644,2013-02-14,174549.0
스카이포스 3D,[dict_values(['애니메이션'])],20130228,81,전체관람가,토니 탕,0,2,스카이포스 3D,20134042,2013-02-28,43496.0
더 자이언트,[dict_values(['애니메이션'])],20130221,90,전체관람가,프라파스 콜사라논,0,3,더 자이언트,20123821,2013-02-21,149054.0
남자사용설명서,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20130214,116,15세이상관람가,이원석,198,21,남자사용설명서,20126087,2013-02-14,504781.0
분노의 윤리학,"[dict_values(['스릴러']), dict_values(['드라마'])]",20130221,110,청소년관람불가,박명랑,213,14,분노의 윤리학,20128747,2013-02-21,222777.0
플라이트,[dict_values(['드라마'])],20130228,138,청소년관람불가,로버트 저메키스,0,4,플라이트,20123603,2013-02-28,18728.0
빌리와 용감한 녀석들 2,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20130221,82,전체관람가,닉힐 아드바니,0,8,,,,
제로 다크 서티,"[dict_values(['전쟁']), dict_values(['액션']), dict_values(['스릴러'])]",20130307,157,15세이상관람가,캐서린 비글로우,0,5,제로 다크 서티,20129262,2013-03-07,93904.0
스토커,"[dict_values(['드라마']), dict_values(['스릴러'])]",20130228,99,청소년관람불가,박찬욱,5,5,스토커,20120467,2013-02-28,361483.0
차이니즈 조디악,"[dict_values(['액션']), dict_values(['어드벤처'])]",20130227,123,12세이상관람가,성룡,2,2,차이니즈 조디악,20122843,2013-02-27,306595.0
글래디에이터: 로마 영웅 탄생의 비밀 3D,"[dict_values(['애니메이션']), dict_values(['액션']), dict_values(['어드벤처'])]",20130314,86,전체관람가,이기니오 스트라피,0,2,글래디에이터: 로마 영웅 탄생의 비밀 3D,20134102,2013-03-14,35681.0
잭 더 자이언트 킬러,"[dict_values(['판타지']), dict_values(['드라마']), dict_values(['어드벤처'])]",20130228,114,12세이상관람가,브라이언 싱어,0,6,잭 더 자이언트 킬러,20123641,2013-02-28,945119.0
사이코메트리,[dict_values(['미스터리'])],20130307,108,청소년관람불가,권호영,214,23,사이코메트리,20134407,2013-03-07,513611.0
오즈 그레이트 앤드 파워풀,"[dict_values(['판타지']), dict_values(['어드벤처']), dict_values(['액션'])]",20130307,130,전체관람가,샘 레이미,0,4,오즈 그레이트 앤드 파워풀,20122625,2013-03-07,335534.0
알렉스 크로스,"[dict_values(['액션']), dict_values(['스릴러'])]",20130314,101,청소년관람불가,롭 코헨,0,5,알렉스 크로스,20134222,2013-03-14,21788.0
베를린,[dict_values(['액션'])],20130130,120,15세이상관람가,류승완,366,12,베를린,20124083,2013-01-30,7153657.0
드림팀,[dict_values(['드라마'])],20130321,97,12세이상관람가,올리비에 다한,0,6,드림팀,20134141,2013-03-21,2922.0
링컨,"[dict_values(['드라마']), dict_values(['전쟁'])]",20130314,151,12세이상관람가,스티븐 스필버그,0,4,링컨,20134581,2013-03-14,127710.0
원피스 극장판 Z,[dict_values(['애니메이션'])],20130321,108,전체관람가,나가미네 타츠야,1,2,원피스 극장판 Z,20134983,2013-03-21,79949.0
돌핀 : 꿈꾸는 다니엘의 용감한 모험,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20130321,87,전체관람가,에두와르도 슐츠,0,0,돌핀 : 꿈꾸는 다니엘의 용감한 모험,20135942,2013-03-21,40805.0
웃는 남자,"[dict_values(['미스터리']), dict_values(['판타지'])]",20130328,94,15세이상관람가,장 피에르 아메리스,0,4,웃는 남자,20134701,2013-03-28,51509.0
장고:분노의 추적자,"[dict_values(['서부극(웨스턴)']), dict_values(['드라마'])]",20130321,165,청소년관람불가,쿠엔틴 타란티노,1,6,장고:분노의 추적자,20126306,2013-03-21,243646.0
안나 카레니나,[dict_values(['드라마'])],20130321,130,15세이상관람가,조 라이트,0,3,안나 카레니나,20122231,2013-03-21,118844.0
웜 바디스,"[dict_values(['멜로/로맨스']), dict_values(['액션'])]",20130314,97,15세이상관람가,조나단 레빈,0,3,웜 바디스,20135241,2013-03-14,1164293.0
호스트,"[dict_values(['SF']), dict_values(['판타지'])]",20130404,125,15세이상관람가,앤드류 니콜,1,4,호스트,20134869,2013-04-04,37457.0
끝과 시작,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20130404,88,청소년관람불가,민규동,147,3,끝과 시작,20119971,2013-04-04,35710.0
호프 스프링즈,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20130404,100,청소년관람불가,데이빗 프랭클,0,3,호프 스프링즈,20135581,2013-04-04,46657.0
7번방의 선물,"[dict_values(['코미디']), dict_values(['드라마'])]",20130123,127,15세이상관람가,이환경,230,24,7번방의 선물,20127593,2013-01-23,12801369.0
파파로티,[dict_values(['드라마'])],20130314,127,15세이상관람가,윤종찬,256,18,파파로티,20129368,2013-03-14,1701393.0
레옹,"[dict_values(['액션']), dict_values(['범죄'])]",19950218,132,연소자관람불가,뤽 베송,4,3,,,,
신세계,"[dict_values(['범죄']), dict_values(['액션'])]",20130221,134,청소년관람불가,박훈정,308,31,신세계,20124401,2013-02-21,4675881.0
꼬마영웅 경찰차 프로디,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['가족'])]",20130411,74,전체관람가,라스무스 A. 실버르센,0,2,꼬마영웅 경찰차 프로디,20136783,2013-04-11,50617.0
테이크다운,[dict_values(['액션'])],20130418,100,15세이상관람가,에란 크리비,0,4,테이크다운,20136202,2013-04-18,15804.0
연애의 온도,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20130321,112,청소년관람불가,노덕,175,14,연애의 온도,20128690,2013-03-21,1857831.0
지.아이.조 2,"[dict_values(['액션']), dict_values(['어드벤처']), dict_values(['SF'])]",20130328,110,15세이상관람가,존 추,1,7,지.아이.조 2,20113972,2013-03-28,1852372.0
뷰티풀 크리처스,"[dict_values(['스릴러']), dict_values(['액션']), dict_values(['판타지']), dict_values(['멜로/로맨스'])]",20130418,123,15세이상관람가,리차드 라그라브네스,0,6,뷰티풀 크리처스,20136662,2013-04-18,76916.0
노리개,[dict_values(['드라마'])],20130418,95,청소년관람불가,최승호,127,10,노리개,20123201,2013-04-18,165757.0
지슬 - 끝나지 않은 세월2,[dict_values(['드라마'])],20130321,108,15세이상관람가,오멸,76,15,지슬 - 끝나지 않은 세월2,20120108,2013-03-21,132266.0
폭풍우 치는 밤에: 비밀 친구,[dict_values(['애니메이션'])],20130501,89,전체관람가,아미노 테츠로,0,3,폭풍우 치는 밤에: 비밀 친구,20137422,2013-05-01,32214.0
피노키오: 당나귀 섬의 비밀,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['드라마'])]",20130425,86,전체관람가,엔조 달로,0,3,피노키오: 당나귀 섬의 비밀,20120381,2013-04-25,63027.0
에반게리온: Q,[dict_values(['애니메이션'])],20130425,96,15세이상관람가,안노 히데아키,0,3,에반게리온: Q,20136921,2013-04-25,51742.0
오블리비언,"[dict_values(['액션']), dict_values(['SF'])]",20130411,124,15세이상관람가,조셉 코신스키,0,4,오블리비언,20134181,2013-04-11,1507628.0
송 포 유,"[dict_values(['코미디']), dict_values(['드라마'])]",20130418,93,12세이상관람가,폴 앤드류 윌리엄스,1,3,송 포 유,20136138,2013-04-18,204174.0
런닝맨,"[dict_values(['액션']), dict_values(['코미디'])]",20130404,127,15세이상관람가,조동오,342,22,런닝맨,20126671,2013-04-04,1417631.0
사랑의 가위바위보,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",,34,12세이상관람가,김지운,2,5,사랑의 가위바위보,20137241, ,1230.0
니모를 찾아서,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['어드벤처']), dict_values(['가족'])]",20030605,107,전체관람가,앤드류 스탠튼,0,2,니모를 찾아서,20030072,2003-06-05,71406.0
스니치,[dict_values(['액션'])],20130509,111,15세이상관람가,릭 로먼 워,0,2,스니치,20137082,2013-05-09,41064.0
전설의 주먹,"[dict_values(['드라마']), dict_values(['액션'])]",20130410,153,청소년관람불가,강우석,299,38,전설의 주먹,20125333,2013-04-10,1742687.0
사랑은 타이핑 중!,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20130522,111,15세이상관람가,레지스 르왕사르,0,4,사랑은 타이핑 중!,20137061,2013-05-22,2457.0
셰임,[dict_values(['드라마'])],20130509,101,청소년관람불가,스티브 맥퀸,0,3,셰임,20123602,2013-05-09,9239.0
로마 위드 러브,[dict_values(['코미디'])],20130418,111,청소년관람불가,우디 알렌,0,7,로마 위드 러브,20134603,2013-04-18,171975.0
짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,[dict_values(['애니메이션'])],20130425,109,전체관람가,마스이 소이치,0,0,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,20136741,2013-04-25,217135.0
러스트 앤 본,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20130502,122,청소년관람불가,자크 오디아르,0,3,러스트 앤 본,20133881,2013-05-02,25667.0
앤젤스 셰어: 천사를 위한 위스키,"[dict_values(['코미디']), dict_values(['드라마'])]",20130516,101,15세이상관람가,켄 로치,0,4,앤젤스 셰어: 천사를 위한 위스키,20122221,2013-05-16,5069.0
전국노래자랑,"[dict_values(['코미디']), dict_values(['드라마'])]",20130501,112,12세이상관람가,이종필,233,19,전국노래자랑,20121549,2013-05-01,963634.0
저스트 어 이어,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20130530,97,청소년관람불가,댄 마저,0,4,,,,
미나문방구,"[dict_values(['드라마']), dict_values(['코미디'])]",20130516,106,전체관람가,정익환,230,20,미나문방구,20128691,2013-05-16,331336.0
아이언맨 3,"[dict_values(['액션']), dict_values(['어드벤처']), dict_values(['SF'])]",20130425,130,12세이상관람가,쉐인 블랙,0,7,아이언맨 3,20121621,2013-04-25,8982567.0
뜨거운 안녕,[dict_values(['드라마'])],20130530,99,12세이상관람가,남택수,233,15,뜨거운 안녕,20127597,2013-05-30,43932.0
고령화 가족,"[dict_values(['드라마']), dict_values(['코미디'])]",20130509,112,15세이상관람가,송해성,226,33,고령화 가족,20120426,2013-05-09,1140183.0
쾌걸 조로리의 대대대대모험,[dict_values(['애니메이션'])],20130605,79,전체관람가,이와사키 토모코,0,2,쾌걸 조로리의 대대대대모험,20138350,2013-06-05,14374.0
애프터 어스,"[dict_values(['SF']), dict_values(['액션']), dict_values(['어드벤처'])]",20130530,100,12세이상관람가,M. 나이트 샤말란,0,2,애프터 어스,20137426,2013-05-30,536018.0
극장판 썬더일레븐 GO VS 골판지 전사 W,[dict_values(['애니메이션'])],20130605,90,전체관람가,미야오 요시카즈,0,0,극장판 썬더일레븐 GO VS 골판지 전사 W,20138201,2013-06-05,36269.0
무서운 이야기 2,"[dict_values(['미스터리']), dict_values(['공포(호러)'])]",20130605,95,15세이상관람가,김성호,74,10,무서운 이야기 2,20136058,2013-06-05,489248.0
분노의 질주: 더 맥시멈,[dict_values(['액션'])],20130522,130,15세이상관람가,저스틴 린,0,4,분노의 질주: 더 맥시멈,20135221,2013-05-22,1788887.0
백악관 최후의 날,"[dict_values(['액션']), dict_values(['스릴러'])]",20130605,119,청소년관람불가,안톤 후쿠아,0,4,백악관 최후의 날,20137963,2013-06-05,171803.0
위대한 개츠비,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20130516,141,15세이상관람가,바즈 루어만,0,3,위대한 개츠비,20136219,2013-05-16,1426260.0
몽타주,[dict_values(['스릴러'])],20130516,119,15세이상관람가,정근섭,296,18,몽타주,20122784,2013-05-16,2093530.0
더 콜,[dict_values(['스릴러'])],20130620,93,청소년관람불가,브래드 앤더슨,0,2,더 콜,20138141,2013-06-20,81712.0
닥터,[dict_values(['스릴러'])],20130620,97,청소년관람불가,김성홍,135,6,닥터,20120103,2013-06-20,63719.0
꼭두각시,"[dict_values(['공포(호러)']), dict_values(['스릴러'])]",20130620,85,청소년관람불가,권영락,77,3,꼭두각시,20138712,2013-06-20,30795.0
라스트 엑소시즘: 잠들지 않는 영혼,"[dict_values(['공포(호러)']), dict_values(['스릴러'])]",20130627,88,15세이상관람가,에드 게스-도넬리,0,3,라스트 엑소시즘: 잠들지 않는 영혼,20139222,2013-06-27,8384.0
스타트렉 다크니스,"[dict_values(['액션']), dict_values(['SF']), dict_values(['어드벤처'])]",20130530,131,12세이상관람가,J.J. 에이브럼스,0,6,스타트렉 다크니스,20123329,2013-05-30,1597161.0
빅 웨딩,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20130627,87,청소년관람불가,저스틴 잭햄,0,8,빅 웨딩,20138884,2013-06-27,31202.0
비포 미드나잇,[dict_values(['멜로/로맨스'])],20130522,108,청소년관람불가,리차드 링클레이터,0,3,비포 미드나잇,20134562,2013-05-22,191973.0
이별계약,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20130620,103,12세이상관람가,오기환,129,5,이별계약,20137081,2013-06-20,17140.0
타이치0 3D,"[dict_values(['코미디']), dict_values(['액션'])]",20130704,98,12세이상관람가,풍덕륜,0,5,타이치0 3D,20139081,2013-07-04,9120.0
빅 픽처,[dict_values(['드라마'])],20130704,115,청소년관람불가,에릭 라티고,0,5,빅 픽처,20134044,2013-07-04,2244.0
쥬라기 공원,"[dict_values(['SF']), dict_values(['액션']), dict_values(['어드벤처'])]",19930717,126,중학생이상관람가,스티븐 스필버그,2,4,쥬라기 공원,19930176,1993-07-17,40092.0
48미터,[dict_values(['드라마'])],20130704,97,15세이상관람가,민백두,110,8,48미터,20120801,2013-07-04,5907.0
인 더 하우스,"[dict_values(['스릴러']), dict_values(['드라마'])]",20130704,104,15세이상관람가,프랑수아 오종,0,4,인 더 하우스,20139121,2013-07-04,5762.0
화이트 하우스 다운,"[dict_values(['액션']), dict_values(['드라마'])]",20130627,131,15세이상관람가,롤랜드 에머리히,0,3,화이트 하우스 다운,20137815,2013-06-27,562860.0
맨 오브 스틸,[dict_values(['SF'])],20130613,142,12세이상관람가,잭 스나이더,0,4,맨 오브 스틸,20137961,2013-06-13,2179376.0
쿵후팬더: 영웅의 탄생,[dict_values(['애니메이션'])],20130704,72,전체관람가,레오 로,0,11,쿵후팬더: 영웅의 탄생,20139263,2013-07-04,70987.0
크루즈 패밀리,"[dict_values(['애니메이션']), dict_values(['가족']), dict_values(['코미디'])]",20130516,98,전체관람가,커크 드 미코,0,6,크루즈 패밀리,20135362,2013-05-16,936511.0
토토의 움직이는 숲,[dict_values(['애니메이션'])],20130620,73,전체관람가,에스벤 토프트 야콥슨,0,1,토토의 움직이는 숲,20126253,2013-06-20,77531.0
명왕성,"[dict_values(['드라마']), dict_values(['스릴러'])]",20130711,107,15세이상관람가,신수원,110,15,명왕성,20120110,2013-07-11,10218.0
론 레인저,"[dict_values(['액션']), dict_values(['어드벤처'])]",20130704,149,15세이상관람가,고어 버빈스키,1,3,론 레인저,20136862,2013-07-04,385673.0
사이드 이펙트,"[dict_values(['스릴러']), dict_values(['범죄']), dict_values(['드라마'])]",20130711,105,청소년관람불가,스티븐 소더버그,0,5,사이드 이펙트,20139723,2013-07-11,36159.0
은밀하게 위대하게,"[dict_values(['액션']), dict_values(['코미디']), dict_values(['드라마'])]",20130605,123,15세이상관람가,장철수,393,26,은밀하게 위대하게,20126672,2013-06-05,6951677.0
까밀 리와인드,[dict_values(['드라마'])],20130718,115,15세이상관람가,노에미 르보브스키,0,4,까밀 리와인드,20134068,2013-07-18,6426.0
토니 스토리: 깡통제국의 비밀,[dict_values(['애니메이션'])],20130718,78,전체관람가,토마스 보덴스타인,0,1,토니 스토리: 깡통제국의 비밀,20139141,2013-07-18,60531.0
마스터,[dict_values(['드라마'])],20130711,137,청소년관람불가,폴 토마스 앤더슨,0,3,,,,
월드 워 Z,"[dict_values(['드라마']), dict_values(['스릴러']), dict_values(['SF']), dict_values(['액션']), dict_values(['어드벤처'])]",20130620,115,15세이상관람가,마크 포스터,0,3,월드 워 Z,20122122,2013-06-20,5237119.0
더 웹툰: 예고살인,"[dict_values(['공포(호러)']), dict_values(['스릴러'])]",20130627,104,15세이상관람가,김용균,240,7,더 웹툰: 예고살인,20129114,2013-06-27,1197377.0
슈퍼히어로,"[dict_values(['애니메이션']), dict_values(['SF']), dict_values(['어드벤처'])]",20130731,67,전체관람가,에두와르도 슐츠,0,0,슈퍼히어로,20139821,2013-07-31,4611.0
퍼시픽 림,"[dict_values(['액션']), dict_values(['SF']), dict_values(['어드벤처'])]",20130711,131,12세이상관람가,길예르모 델 토로,0,4,퍼시픽 림,20136961,2013-07-11,2534166.0
미스터 고,"[dict_values(['코미디']), dict_values(['드라마'])]",20130717,132,12세이상관람가,김용화,730,24,미스터 고,20124082,2013-07-17,1315740.0
극장판 도라에몽: 진구의 비밀도구 박물관,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20130725,104,전체관람가,테라모토 유키요,0,2,극장판 도라에몽: 진구의 비밀도구 박물관,20139383,2013-07-25,115891.0
감시자들,"[dict_values(['범죄']), dict_values(['액션'])]",20130703,118,15세이상관람가,조의석,365,34,감시자들,20122783,2013-07-03,5507540.0
더 울버린,"[dict_values(['액션']), dict_values(['SF'])]",20130725,128,15세이상관람가,제임스 맨골드,0,3,더 울버린,20137121,2013-07-25,1071464.0
명탐정 코난 : 수평선상의 음모,[dict_values(['애니메이션'])],20130807,107,12세이상관람가,야마모토 야스이치로,0,3,명탐정 코난 : 수평선상의 음모,20058720,2013-08-07,374290.0
언어의 정원,[dict_values(['애니메이션'])],20130814,46,12세이상관람가,신카이 마코토,0,3,언어의 정원,20139083,2013-08-14,33668.0
슈퍼윙스 3D,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['코미디'])]",20130814,76,전체관람가,올가 로패토,0,2,슈퍼윙스 3D,20130569,2013-08-14,37970.0
개구쟁이 스머프 2,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['가족'])]",20130801,104,전체관람가,라자 고스넬,0,7,개구쟁이 스머프 2,20136761,2013-08-01,915594.0
킬링시즌,"[dict_values(['액션']), dict_values(['스릴러'])]",20130905,90,청소년관람불가,마크 스티븐 존슨,1,3,킬링시즌,20131203,2013-09-05,1763.0
터보,[dict_values(['애니메이션'])],20130725,95,전체관람가,데이빗 소렌,1,7,터보,20137549,2013-07-25,1917290.0
R.I.P.D. : 알.아이.피.디.,"[dict_values(['액션']), dict_values(['코미디']), dict_values(['범죄'])]",20130822,95,15세이상관람가,로베르트 슈벤트케,0,4,R.I.P.D. : 알.아이.피.디.,20138421,2013-08-22,98384.0
투 마더스,[dict_values(['드라마'])],20130822,111,청소년관람불가,앤 폰테인,0,5,투 마더스,20130821,2013-08-22,61872.0
일대종사,"[dict_values(['액션']), dict_values(['드라마'])]",20130822,122,12세이상관람가,왕가위,0,4,일대종사,20139072,2013-08-22,73489.0
드래곤볼Z : 신들의 전쟁,"[dict_values(['애니메이션']), dict_values(['액션']), dict_values(['어드벤처']), dict_values(['SF'])]",20130829,85,전체관람가,호소다 마사히로,2,1,드래곤볼Z : 신들의 전쟁,20131681,2013-08-29,34252.0
에픽 : 숲속의 전설,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20130807,102,전체관람가,크리스 웻지,0,10,,,,
마지막 4중주,[dict_values(['드라마'])],20130725,105,15세이상관람가,야론 질버만,0,4,마지막 4중주,20139826,2013-07-25,92378.0
레드: 더 레전드,"[dict_values(['액션']), dict_values(['코미디']), dict_values(['범죄'])]",20130718,115,15세이상관람가,딘 패리소트,0,7,레드: 더 레전드,20136962,2013-07-18,2993649.0
잡스,[dict_values(['드라마'])],20130829,127,12세이상관람가,조슈아 마이클 스턴,0,4,잡스,20139265,2013-08-29,222422.0
더 테러 라이브,"[dict_values(['범죄']), dict_values(['기타'])]",20130731,97,15세이상관람가,김병우,324,19,더 테러 라이브,20136052,2013-07-31,5582956.0
엘리시움,"[dict_values(['SF']), dict_values(['액션'])]",20130829,109,청소년관람불가,닐 블롬캠프,0,4,엘리시움,20137811,2013-08-29,1193820.0
바람이 분다,"[dict_values(['애니메이션']), dict_values(['드라마'])]",20130905,126,전체관람가,미야자키 하야오,3,2,바람이 분다,20132082,2013-09-05,93575.0
감기,"[dict_values(['드라마']), dict_values(['어드벤처']), dict_values(['액션'])]",20130814,121,15세이상관람가,김성수,459,37,감기,20124937,2013-08-14,3116112.0
뫼비우스,[dict_values(['드라마'])],20130905,87,청소년관람불가,김기덕,108,6,뫼비우스,20139461,2013-09-05,29835.0
숨바꼭질,[dict_values(['스릴러'])],20130814,107,15세이상관람가,허정,281,14,숨바꼭질,20136049,2013-08-14,5584548.0
나우 유 씨 미 : 마술사기단,"[dict_values(['범죄']), dict_values(['액션']), dict_values(['스릴러'])]",20130822,115,12세이상관람가,루이스 리테리어,0,8,나우 유 씨 미 : 마술사기단,20138881,2013-08-22,2702518.0
프리버즈: 밍쿠와 찌아의 도시 대탈출,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20130917,74,전체관람가,다니엘 드 필립포,0,4,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,2013-09-17,39103.0
설국열차,"[dict_values(['SF']), dict_values(['액션'])]",20130801,125,15세이상관람가,봉준호,192,11,설국열차,20126674,2013-08-01,9325679.0
우리 선희,[dict_values(['드라마'])],20130912,88,청소년관람불가,홍상수,29,9,우리 선희,20137041,2013-09-12,42102.0
퍼펙트,"[dict_values(['액션']), dict_values(['범죄']), dict_values(['드라마'])]",20130925,106,청소년관람불가,닐스 아르덴 오플레브,0,5,퍼펙트,20131241,2013-09-25,3038.0
히든 카드,"[dict_values(['범죄']), dict_values(['스릴러'])]",20130926,91,청소년관람불가,브래드 퍼맨,0,3,히든 카드,20131630,2013-09-26,144706.0
섀도우 헌터스: 뼈의 도시,"[dict_values(['판타지']), dict_values(['액션'])]",20130912,129,15세이상관람가,해럴드 즈워트,0,6,섀도우 헌터스: 뼈의 도시,20129588,2013-09-12,569392.0
퍼시 잭슨과 괴물의 바다,"[dict_values(['판타지']), dict_values(['어드벤처'])]",20130912,106,12세이상관람가,쏘어 프류덴탈,0,3,퍼시 잭슨과 괴물의 바다,20137562,2013-09-12,518510.0
짓,[dict_values(['멜로/로맨스'])],20130925,108,청소년관람불가,한종훈,66,9,짓,20122466,2013-09-25,22894.0
정글번치 : 빙산으로의 귀환,[dict_values(['애니메이션'])],20131002,70,전체관람가,다비드 알로,0,0,정글번치 : 빙산으로의 귀환,20128079,2013-10-02,42032.0
적인걸2 : 신도해왕의 비밀,"[dict_values(['미스터리']), dict_values(['액션'])]",20131002,128,12세이상관람가,서극,0,4,적인걸2 : 신도해왕의 비밀,20132262,2013-10-02,44029.0
페이머스 파이브 : 키린섬의 비밀,"[dict_values(['가족']), dict_values(['액션']), dict_values(['어드벤처'])]",20131017,92,전체관람가,마이크 마주크,0,5,페이머스 파이브 : 키린섬의 비밀,20132382,2013-10-17,1720.0
몬스터 대학교,[dict_values(['애니메이션'])],20130912,110,전체관람가,댄 스캔론,0,5,몬스터 대학교,20135001,2013-09-12,860211.0
에코 플래닛 3D : 지구 구출 특급 대작전,[dict_values(['애니메이션'])],20131009,81,전체관람가,콤핀 켐군니르드,0,0,에코 플래닛 3D : 지구 구출 특급 대작전,20132601,2013-10-09,27786.0
로덴시아: 마법왕국의 전설,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20131002,87,전체관람가,데이비드 비스바노,0,0,로덴시아: 마법왕국의 전설,20132261,2013-10-02,88197.0
프리즈너스,"[dict_values(['범죄']), dict_values(['드라마']), dict_values(['스릴러'])]",20131002,153,청소년관람불가,드니 빌뇌브,0,2,프리즈너스,20130783,2013-10-02,187423.0
코알라,[dict_values(['드라마'])],20131024,103,15세이상관람가,김주환,70,22,코알라,20125527,2013-10-24,1450.0
히어로,"[dict_values(['가족']), dict_values(['SF']), dict_values(['드라마'])]",20131008,98,전체관람가,김봉한,229,15,히어로,20136059,2013-10-08,22286.0
컨저링,"[dict_values(['공포(호러)']), dict_values(['스릴러'])]",20130917,111,15세이상관람가,제임스 완,0,3,컨저링,20131381,2013-09-17,2259289.0
킥 애스 2 : 겁없는 녀석들,"[dict_values(['액션']), dict_values(['코미디']), dict_values(['범죄'])]",20131017,102,청소년관람불가,제프 와드로,0,4,킥 애스 2 : 겁없는 녀석들,20137722,2013-10-17,11680.0
러시 : 더 라이벌,"[dict_values(['액션']), dict_values(['드라마'])]",20131009,122,청소년관람불가,론 하워드,0,2,러시 : 더 라이벌,20132120,2013-10-09,121890.0
관상,"[dict_values(['사극']), dict_values(['드라마'])]",20130911,139,15세이상관람가,한재림,387,34,관상,20126091,2013-09-11,9115274.0
깡철이,"[dict_values(['드라마']), dict_values(['액션']), dict_values(['가족'])]",20131002,108,15세이상관람가,안권태,223,22,깡철이,20123381,2013-10-02,1206468.0
러브레이스,[dict_values(['드라마'])],20131017,92,청소년관람불가,롭 엡스타인,0,6,러브레이스,20058701,2013-10-17,16995.0
슈퍼배드 2,[dict_values(['애니메이션'])],20130912,98,전체관람가,크리스 리노드,2,5,슈퍼배드 2,20122089,2013-09-12,960090.0
밤의 여왕,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20131017,113,15세이상관람가,김제영,174,15,밤의 여왕,20123384,2013-10-17,249341.0
배우는 배우다,[dict_values(['드라마'])],20131024,97,청소년관람불가,신연식,181,29,배우는 배우다,20134124,2013-10-24,105743.0
